Q11_extra - Nuvem de palavras por partido: temas das proposicoes

Q11_extra - Frequencia de temas por partido (todos os anos)
 sigla_partido | tema                                        | frequencia 
 2025      | REPUBLICANOS  | Meio Ambiente e Desenvolvimento Sustentável |        171 
 2025      | REPUBLICANOS  | Educação                                    |        171 
 2025      | REPUBLICANOS  | Previdência e Assistência Social            |        164 
 2025      | REPUBLICANOS  | Cidades e Desenvolvimento Urbano            |        160 
 2025      | REPUBLICANOS  | Economia                                    |        143 
 2025      | REPUBLICANOS  | Trabalho e Emprego                          |        128 
 2025      | REPUBLICANOS  | Indústria, Comércio e Serviços              |        100 
 2025      | REPUBLICANOS  | Direito Penal e Processual Penal            |         89 
 2025      | REPUBLICANOS  | Viação, Transporte e Mobilidade             |         88 
 2025      | REPUBLICANOS  | Esporte e Lazer                             |         82 
 2025      | REPUBLICANOS  | Estrutura Fundiária                         |         55 
 2025      | REPUBLICANOS  | Ciência, Tecnologia e Inovação              |         53 
 2025      | REPUBLICANOS  | Arte, Cultura e Religião                    |         52 
 2025      | REPUBLICANOS  | Direito e Defesa do Consumidor              |         52 
 2025      | REPUBLICANOS  | Direito e Justiça                           |         38 
 2025      | REPUBLICANOS  | Relações Internacionais e Comércio Exterior |         35 
 2025      | REPUBLICANOS  | Direito Civil e Processual Civil            |         35 
 2025      | REPUBLICANOS  | Homenagens e Datas Comemorativas            |         27 
 2025      | REPUBLICANOS  | Turismo                                     |         14 
 2025      | REPUBLICANOS  | Processo Legislativo e Atuação Parlamentar  |         14 
 2025      | REPUBLICANOS  | Direito Constitucional                      |         12 
 2025      | REPUBLICANOS  | Política, Partidos e Eleições               |          3 
 2025      | SOLIDARIEDADE | Saúde                                       |         64 
 2025      | SOLIDARIEDADE | Direitos Humanos e Minorias                 |         59 
 2025      | SOLIDARIEDADE | Administração Pública                       |         46 
 2025      | SOLIDARIEDADE | Previdência e Assistência Social            |         24 
 2025      | SOLIDARIEDADE | Finanças Públicas e Orçamento               |         23 
 2025      | SOLIDARIEDADE | Educação                                    |         21 
 2025      | SOLIDARIEDADE | Trabalho e Emprego                          |         21 
 2025      | SOLIDARIEDADE | Defesa e Segurança                          |         19 
 2025      | SOLIDARIEDADE | Indústria, Comércio e Serviços              |         17 
 2025      | SOLIDARIEDADE | Economia                                    |         13 
 2025      | SOLIDARIEDADE | Direito e Defesa do Consumidor              |         11 
 2025      | SOLIDARIEDADE | Comunicações                                |         10 
 2025      | SOLIDARIEDADE | Agricultura, Pecuária, Pesca e Extrativismo |         10 
 2025      | SOLIDARIEDADE | Direito Civil e Processual Civil            |          9 
 2025      | SOLIDARIEDADE | Direito Penal e Processual Penal            |          7 
 2025      | SOLIDARIEDADE | Meio Ambiente e Desenvolvimento Sustentável |          7 
 2025      | SOLIDARIEDADE | Cidades e Desenvolvimento Urbano            |          7 
 2025      | SOLIDARIEDADE | Energia, Recursos Hídricos e Minerais       |          7 
 2025      | SOLIDARIEDADE | Arte, Cultura e Religião                    |          6 
 2025      | SOLIDARIEDADE | Direito e Justiça                           |          5 
 2025      | SOLIDARIEDADE | Esporte e Lazer                             |          5 
 2025      | SOLIDARIEDADE | Direito Constitucional                      |          5 
 2025      | SOLIDARIEDADE | Viação, Transporte e Mobilidade             |          5 
 2025      | SOLIDARIEDADE | Homenagens e Datas Comemorativas            |          4 
 2025      | SOLIDARIEDADE | Processo Legislativo e Atuação Parlamentar  |          3 
 2025      | SOLIDARIEDADE | Ciência, Tecnologia e Inovação              |          3 
 2025      | SOLIDARIEDADE | Política, Partidos e Eleições               |          3 
 2025      | SOLIDARIEDADE | Relações Internacionais e Comércio Exterior |          3 
 2025      | SOLIDARIEDADE | Turismo                                     |          1 
 2025      | UNIAO         | Administração Pública                       |        299 
 2025      | UNIAO         | Direitos Humanos e Minorias                 |        296 
 2025      | UNIAO         | Saúde                                       |        196 
 2025      | UNIAO         | Defesa e Segurança                          |        182 
 2025      | UNIAO         | Finanças Públicas e Orçamento               |        177 
 2025      | UNIAO         | Direito Penal e Processual Penal            |        153 
 2025      | UNIAO         | Indústria, Comércio e Serviços              |        110 
 2025      | UNIAO         | Economia                                    |        109 
 2025      | UNIAO         | Educação                                    |        104 
 2025      | UNIAO         | Trabalho e Emprego                          |         97 
 2025      | UNIAO         | Viação, Transporte e Mobilidade             |         96 
 2025      | UNIAO         | Meio Ambiente e Desenvolvimento Sustentável |         82 
 2025      | UNIAO         | Previdência e Assistência Social            |         75 
 2025      | UNIAO         | Comunicações                                |         74 
 2025      | UNIAO         | Direito e Defesa do Consumidor              |         71 
 2025      | UNIAO         | Homenagens e Datas Comemorativas            |         57 
 2025      | UNIAO         | Arte, Cultura e Religião                    |         57 
 2025      | UNIAO         | Agricultura, Pecuária, Pesca e Extrativismo |         53 
 2025      | UNIAO         | Cidades e Desenvolvimento Urbano            |         48 
 2025      | UNIAO         | Direito e Justiça                           |         43 
 2025      | UNIAO         | Energia, Recursos Hídricos e Minerais       |         43 
 2025      | UNIAO         | Ciência, Tecnologia e Inovação              |         42 
 2025      | UNIAO         | Relações Internacionais e Comércio Exterior |         41 
 2025      | UNIAO         | Direito Civil e Processual Civil            |         39 
 2025      | UNIAO         | Esporte e Lazer                             |         29 
 2025      | UNIAO         | Processo Legislativo e Atuação Parlamentar  |         16 
 2025      | UNIAO         | Política, Partidos e Eleições               |         13 
 2025      | UNIAO         | Direito Constitucional                      |         12 
 2025      | UNIAO         | Estrutura Fundiária                         |         11 
 2025      | UNIAO         | Turismo                                     |         11 
 2025      | UNIAO         | Ciências Sociais e Humanas                  |          1 
 2026      | AVANTE        | Direitos Humanos e Minorias                 |         32 
 2026      | AVANTE        | Direito Penal e Processual Penal            |         10 
 2026      | AVANTE        | Educação                                    |          9 
 2026      | AVANTE        | Viação, Transporte e Mobilidade             |          9 
 2026      | AVANTE        | Administração Pública                       |          9 
 2026      | AVANTE        | Saúde                                       |          9 
 2026      | AVANTE        | Finanças Públicas e Orçamento               |          7 
 2026      | AVANTE        | Indústria, Comércio e Serviços              |          6 
 2026      | AVANTE        | Defesa e Segurança                          |          6 
 2026      | AVANTE        | Trabalho e Emprego                          |          5 
 2026      | AVANTE        | Direito e Defesa do Consumidor              |          4 
 2026      | AVANTE        | Meio Ambiente e Desenvolvimento Sustentável |          3 
 2026      | AVANTE        | Comunicações                                |          3 
 2026      | AVANTE        | Arte, Cultura e Religião                    |          3 
 2026      | AVANTE        | Ciência, Tecnologia e Inovação              |          3 
 2026      | AVANTE        | Processo Legislativo e Atuação Parlamentar  |          3 
 2026      | AVANTE        | Cidades e Desenvolvimento Urbano            |          2 
 2026      | AVANTE        | Economia                                    |          2 
 2026      | AVANTE        | Política, Partidos e Eleições               |          1 
 2026      | AVANTE        | Homenagens e Datas Comemorativas            |          1 
 2026      | AVANTE        | Direito Civil e Processual Civil            |          1 
 2026      | AVANTE        | Agricultura, Pecuária, Pesca e Extrativismo |          1 
 2026      | AVANTE        | Energia, Recursos Hídricos e Minerais       |          1 
 2026      | AVANTE        | Previdência e Assistência Social            |          1 
 2026      | CIDADANIA     | Direitos Humanos e Minorias                 |         31 
 2026      | CIDADANIA     | Administração Pública                       |         19 
 2026      | CIDADANIA     | Saúde                                       |         18 
 2026      | CIDADANIA     | Defesa e Segurança                          |         14 
 2026      | CIDADANIA     | Direito Penal e Processual Penal            |         12 
 2026      | CIDADANIA     | Meio Ambiente e Desenvolvimento Sustentável |         12 
 2026      | CIDADANIA     | Educação                                    |         12 
 2026      | CIDADANIA     | Comunicações                                |          7 
 2026      | CIDADANIA     | Direito e Justiça                           |          7 
 2026      | CIDADANIA     | Energia, Recursos Hídricos e Minerais       |          5 
 2026      | CIDADANIA     | Finanças Públicas e Orçamento               |          5 
 2026      | CIDADANIA     | Viação, Transporte e Mobilidade             |          5 
 2026      | CIDADANIA     | Cidades e Desenvolvimento Urbano            |          4 
 2026      | CIDADANIA     | Economia                                    |          4 
 2026      | CIDADANIA     | Indústria, Comércio e Serviços              |          3 
 2026      | CIDADANIA     | Ciência, Tecnologia e Inovação              |          3 
 2026      | CIDADANIA     | Agricultura, Pecuária, Pesca e Extrativismo |          2 
 2026      | CIDADANIA     | Direito Civil e Processual Civil            |          1 
 2026      | CIDADANIA     | Arte, Cultura e Religião                    |          1 
 2026      | CIDADANIA     | Processo Legislativo e Atuação Parlamentar  |          1 
 2026      | MDB           | Direitos Humanos e Minorias                 |         65 
 2026      | MDB           | Administração Pública                       |         51 
 2026      | MDB           | Meio Ambiente e Desenvolvimento Sustentável |         39 
 2026      | MDB           | Finanças Públicas e Orçamento               |         36 
 2026      | MDB           | Agricultura, Pecuária, Pesca e Extrativismo |         34 
 2026      | MDB           | Saúde                                       |         32 
 2026      | MDB           | Economia                                    |         31 
 2026      | MDB           | Indústria, Comércio e Serviços              |         29 
 2026      | MDB           | Trabalho e Emprego                          |         28 
 2026      | MDB           | Defesa e Segurança                          |         25 
 2026      | MDB           | Viação, Transporte e Mobilidade             |         21 
 2026      | MDB           | Direito Penal e Processual Penal            |         21 
 2026      | MDB           | Homenagens e Datas Comemorativas            |         16 
 2026      | MDB           | Ciência, Tecnologia e Inovação              |         13 
 2026      | MDB           | Energia, Recursos Hídricos e Minerais       |         13 
 2026      | MDB           | Educação                                    |         13 
 2026      | MDB           | Cidades e Desenvolvimento Urbano            |         12 
 2026      | MDB           | Direito e Defesa do Consumidor              |         12 
 2026      | MDB           | Previdência e Assistência Social            |          9 
 2026      | MDB           | Comunicações                                |          9 
 2026      | MDB           | Estrutura Fundiária                         |          8 
 2026      | MDB           | Arte, Cultura e Religião                    |          7 
 2026      | MDB           | Relações Internacionais e Comércio Exterior |          7 
 2026      | MDB           | Direito Civil e Processual Civil            |          6 
 2026      | MDB           | Turismo                                     |          6 
 2026      | MDB           | Direito e Justiça                           |          4 
 2026      | MDB           | Processo Legislativo e Atuação Parlamentar  |          4 
 2026      | MDB           | Esporte e Lazer                             |          2 
 2026      | MDB           | Política, Partidos e Eleições               |          1 
 2026      | MISSAO        | Direito Penal e Processual Penal            |         16 
 2026      | MISSAO        | Defesa e Segurança                          |          9 
 2026      | MISSAO        | Direitos Humanos e Minorias                 |          7 
 2026      | MISSAO        | Finanças Públicas e Orçamento               |          5 
 2026      | MISSAO        | Administração Pública                       |          4 
 2026      | MISSAO        | Trabalho e Emprego                          |          4 
 2026      | MISSAO        | Viação, Transporte e Mobilidade             |          3 
 2026      | MISSAO        | Direito e Justiça                           |          3 
 2026      | MISSAO        | Economia                                    |          3 
 2026      | MISSAO        | Saúde                                       |          3 
 2026      | MISSAO        | Meio Ambiente e Desenvolvimento Sustentável |          2 
 2026      | MISSAO        | Direito Civil e Processual Civil            |          2 
 2026      | MISSAO        | Direito Constitucional                      |          1 
 2026      | MISSAO        | Ciência, Tecnologia e Inovação              |          1 
 2026      | MISSAO        | Comunicações                                |          1 
 2026      | MISSAO        | Cidades e Desenvolvimento Urbano            |          1 
 2026      | NOVO          | Administração Pública                       |         77 
 2026      | NOVO          | Finanças Públicas e Orçamento               |         49 
 2026      | NOVO          | Economia                                    |         25 
 2026      | NOVO          | Defesa e Segurança                          |         24 
 2026      | NOVO          | Viação, Transporte e Mobilidade             |         22 
 2026      | NOVO          | Indústria, Comércio e Serviços              |         18 
 2026      | NOVO          | Energia, Recursos Hídricos e Minerais       |         14 
 2026      | NOVO          | Direitos Humanos e Minorias                 |         14 
 2026      | NOVO          | Previdência e Assistência Social            |         13 
 2026      | NOVO          | Trabalho e Emprego                          |         12 
 2026      | NOVO          | Comunicações                                |         10 
 2026      | NOVO          | Meio Ambiente e Desenvolvimento Sustentável |          9 
 2026      | NOVO          | Relações Internacionais e Comércio Exterior |          8 
 2026      | NOVO          | Saúde                                       |          7 
 2026      | NOVO          | Direito e Defesa do Consumidor              |          6 
 2026      | NOVO          | Direito Penal e Processual Penal            |          5 
 2026      | NOVO          | Educação                                    |          4 
 2026      | NOVO          | Arte, Cultura e Religião                    |          3 
 2026      | NOVO          | Agricultura, Pecuária, Pesca e Extrativismo |          3 
 2026      | NOVO          | Ciência, Tecnologia e Inovação              |          3 
 2026      | NOVO          | Turismo                                     |          3 
 2026      | NOVO          | Direito Civil e Processual Civil            |          2 
 2026      | NOVO          | Direito e Justiça                           |          2 
 2026      | NOVO          | Processo Legislativo e Atuação Parlamentar  |          2 
 2026      | NOVO          | Direito Constitucional                      |          2 
 2026      | NOVO          | Cidades e Desenvolvimento Urbano            |          1 
 2026      | NOVO          | Política, Partidos e Eleições               |          1 
 2026      | NOVO          | Esporte e Lazer                             |          1 
 2026      | NOVO          | Estrutura Fundiária                         |          1 
 2026      | PCDOB         | Trabalho e Emprego                          |         28 
 2026      | PCDOB         | Direitos Humanos e Minorias                 |         27 
 2026      | PCDOB         | Administração Pública                       |         22 
 2026      | PCDOB         | Defesa e Segurança                          |         14 
 2026      | PCDOB         | Direito Penal e Processual Penal            |         10 
 2026      | PCDOB         | Saúde                                       |          9 
 2026      | PCDOB         | Finanças Públicas e Orçamento               |          8 
 2026      | PCDOB         | Previdência e Assistência Social            |          6 
 2026      | PCDOB         | Educação                                    |          5 
 2026      | PCDOB         | Indústria, Comércio e Serviços              |          5 
 2026      | PCDOB         | Viação, Transporte e Mobilidade             |          4 
 2026      | PCDOB         | Comunicações                                |          4 
 2026      | PCDOB         | Esporte e Lazer                             |          4 
 2026      | PCDOB         | Processo Legislativo e Atuação Parlamentar  |          3 
 2026      | PCDOB         | Cidades e Desenvolvimento Urbano            |          3 
 2026      | PCDOB         | Política, Partidos e Eleições               |          3 
 2026      | PCDOB         | Energia, Recursos Hídricos e Minerais       |          3 
 2026      | PCDOB         | Arte, Cultura e Religião                    |          2 
 2026      | PCDOB         | Homenagens e Datas Comemorativas            |          2 
 2026      | PCDOB         | Agricultura, Pecuária, Pesca e Extrativismo |          2 
 2026      | PCDOB         | Ciência, Tecnologia e Inovação              |          2 
 2026      | PCDOB         | Relações Internacionais e Comércio Exterior |          1 
 2026      | PCDOB         | Meio Ambiente e Desenvolvimento Sustentável |          1 
 2026      | PCDOB         | Direito e Defesa do Consumidor              |          1 
 2026      | PCDOB         | Ciências Sociais e Humanas                  |          1 
 2026      | PCDOB         | Economia                                    |          1 
 2026      | PDT           | Direitos Humanos e Minorias                 |         65 
 2026      | PDT           | Saúde                                       |         38 
 2026      | PDT           | Administração Pública                       |         35 
 2026      | PDT           | Finanças Públicas e Orçamento               |         32 
 2026      | PDT           | Meio Ambiente e Desenvolvimento Sustentável |         29 
 2026      | PDT           | Viação, Transporte e Mobilidade             |         28 
 2026      | PDT           | Defesa e Segurança                          |         25 
 2026      | PDT           | Direito Penal e Processual Penal            |         25 
 2026      | PDT           | Educação                                    |         22 
 2026      | PDT           | Trabalho e Emprego                          |         21 
 2026      | PDT           | Cidades e Desenvolvimento Urbano            |         21 
 2026      | PDT           | Indústria, Comércio e Serviços              |         21 
 2026      | PDT           | Economia                                    |         19 
 2026      | PDT           | Agricultura, Pecuária, Pesca e Extrativismo |         19 
 2026      | PDT           | Direito e Defesa do Consumidor              |         14 
 2026      | PDT           | Comunicações                                |         12 
 2026      | PDT           | Previdência e Assistência Social            |         11 
 2026      | PDT           | Relações Internacionais e Comércio Exterior |         10 
 2026      | PDT           | Ciência, Tecnologia e Inovação              |         10 
 2026      | PDT           | Energia, Recursos Hídricos e Minerais       |          9 
 2026      | PDT           | Direito Civil e Processual Civil            |          9 
 2026      | PDT           | Homenagens e Datas Comemorativas            |          9 
 2026      | PDT           | Arte, Cultura e Religião                    |          6 
 2026      | PDT           | Processo Legislativo e Atuação Parlamentar  |          5 
 2026      | PDT           | Esporte e Lazer                             |          4 
 2026      | PDT           | Política, Partidos e Eleições               |          4 
 2026      | PDT           | Direito e Justiça                           |          3 
 2026      | PDT           | Turismo                                     |          2 
 2026      | PL            | Administração Pública                       |        486 
 2026      | PL            | Finanças Públicas e Orçamento               |        361 
 2026      | PL            | Defesa e Segurança                          |        326 
 2026      | PL            | Direitos Humanos e Minorias                 |        318 
 2026      | PL            | Saúde                                       |        218 
 2026      | PL            | Economia                                    |        149 
 2026      | PL            | Indústria, Comércio e Serviços              |        136 
 2026      | PL            | Viação, Transporte e Mobilidade             |        132 
 2026      | PL            | Relações Internacionais e Comércio Exterior |        129 
 2026      | PL            | Educação                                    |        126 
 2026      | PL            | Direito Penal e Processual Penal            |        120 
 2026      | PL            | Trabalho e Emprego                          |        118 
 2026      | PL            | Agricultura, Pecuária, Pesca e Extrativismo |        108 
 2026      | PL            | Meio Ambiente e Desenvolvimento Sustentável |        105 
 2026      | PL            | Comunicações                                |         97 
 2026      | PL            | Cidades e Desenvolvimento Urbano            |         87 
 2026      | PL            | Previdência e Assistência Social            |         71 
 2026      | PL            | Ciência, Tecnologia e Inovação              |         60 
 2026      | PL            | Arte, Cultura e Religião                    |         60 
 2026      | PL            | Energia, Recursos Hídricos e Minerais       |         57 
 2026      | PL            | Direito e Defesa do Consumidor              |         42 
 2026      | PL            | Direito e Justiça                           |         35 
 2026      | PL            | Direito Civil e Processual Civil            |         33 
 2026      | PL            | Homenagens e Datas Comemorativas            |         30 
 2026      | PL            | Estrutura Fundiária                         |         26 
 2026      | PL            | Esporte e Lazer                             |         25 
 2026      | PL            | Turismo                                     |         23 
 2026      | PL            | Política, Partidos e Eleições               |         17 
 2026      | PL            | Processo Legislativo e Atuação Parlamentar  |         11 
 2026      | PL            | Direito Constitucional                      |          4 
 2026      | PL            | Ciências Exatas e da Terra                  |          1 
 2026      | PODE          | Direitos Humanos e Minorias                 |         83 
 2026      | PODE          | Saúde                                       |         54 
 2026      | PODE          | Administração Pública                       |         45 
 2026      | PODE          | Finanças Públicas e Orçamento               |         37 
 2026      | PODE          | Defesa e Segurança                          |         36 
 2026      | PODE          | Meio Ambiente e Desenvolvimento Sustentável |         33 
 2026      | PODE          | Trabalho e Emprego                          |         28 
 2026      | PODE          | Direito Penal e Processual Penal            |         25 
 2026      | PODE          | Indústria, Comércio e Serviços              |         22 
 2026      | PODE          | Previdência e Assistência Social            |         22 
 2026      | PODE          | Direito e Defesa do Consumidor              |         21 
 2026      | PODE          | Comunicações                                |         19 
 2026      | PODE          | Educação                                    |         17 
 2026      | PODE          | Viação, Transporte e Mobilidade             |         15 
 2026      | PODE          | Ciência, Tecnologia e Inovação              |         14 
 2026      | PODE          | Cidades e Desenvolvimento Urbano            |         14 
 2026      | PODE          | Direito Civil e Processual Civil            |         13 
 2026      | PODE          | Homenagens e Datas Comemorativas            |         12 
 2026      | PODE          | Esporte e Lazer                             |         11 
 2026      | PODE          | Economia                                    |         11 
 2026      | PODE          | Energia, Recursos Hídricos e Minerais       |          6 
 2026      | PODE          | Direito e Justiça                           |          6 
 2026      | PODE          | Arte, Cultura e Religião                    |          5 
 2026      | PODE          | Relações Internacionais e Comércio Exterior |          4 
 2026      | PODE          | Agricultura, Pecuária, Pesca e Extrativismo |          3 
 2026      | PODE          | Processo Legislativo e Atuação Parlamentar  |          3 
 2026      | PODE          | Turismo                                     |          1 
 2026      | PP            | Direitos Humanos e Minorias                 |        105 
 2026      | PP            | Administração Pública                       |         82 
 2026      | PP            | Finanças Públicas e Orçamento               |         67 
 2026      | PP            | Saúde                                       |         64 
 2026      | PP            | Defesa e Segurança                          |         62 
 2026      | PP            | Direito Penal e Processual Penal            |         48 
 2026      | PP            | Educação                                    |         41 
 2026      | PP            | Agricultura, Pecuária, Pesca e Extrativismo |         37 
 2026      | PP            | Trabalho e Emprego                          |         31 
 2026      | PP            | Economia                                    |         30 
 2026      | PP            | Meio Ambiente e Desenvolvimento Sustentável |         29 
 2026      | PP            | Indústria, Comércio e Serviços              |         25 
 2026      | PP            | Viação, Transporte e Mobilidade             |         24 
 2026      | PP            | Comunicações                                |         18 
 2026      | PP            | Previdência e Assistência Social            |         17 
 2026      | PP            | Direito e Defesa do Consumidor              |         16 
 2026      | PP            | Relações Internacionais e Comércio Exterior |         14 
 2026      | PP            | Cidades e Desenvolvimento Urbano            |         13 
 2026      | PP            | Arte, Cultura e Religião                    |         12 
 2026      | PP            | Estrutura Fundiária                         |         12 
 2026      | PP            | Homenagens e Datas Comemorativas            |         10 
 2026      | PP            | Energia, Recursos Hídricos e Minerais       |         10 
 2026      | PP            | Direito e Justiça                           |          9 
 2026      | PP            | Ciência, Tecnologia e Inovação              |          7 
 2026      | PP            | Política, Partidos e Eleições               |          6 
 2026      | PP            | Turismo                                     |          6 
 2026      | PP            | Direito Civil e Processual Civil            |          5 
 2026      | PP            | Esporte e Lazer                             |          5 
 2026      | PP            | Processo Legislativo e Atuação Parlamentar  |          4 
 2026      | PP            | Ciências Exatas e da Terra                  |          2 
 2026      | PRD           | Direitos Humanos e Minorias                 |         48 
 2026      | PRD           | Saúde                                       |         35 
 2026      | PRD           | Administração Pública                       |         33 
 2026      | PRD           | Defesa e Segurança                          |         24 
 2026      | PRD           | Finanças Públicas e Orçamento               |         20 
 2026      | PRD           | Meio Ambiente e Desenvolvimento Sustentável |         15 
 2026      | PRD           | Direito Penal e Processual Penal            |         13 
 2026      | PRD           | Educação                                    |         12 
 2026      | PRD           | Indústria, Comércio e Serviços              |         10 
 2026      | PRD           | Economia                                    |          8 
 2026      | PRD           | Previdência e Assistência Social            |          6 
 2026      | PRD           | Esporte e Lazer                             |          6 
 2026      | PRD           | Trabalho e Emprego                          |          6 
 2026      | PRD           | Cidades e Desenvolvimento Urbano            |          6 
 2026      | PRD           | Viação, Transporte e Mobilidade             |          6 
 2026      | PRD           | Comunicações                                |          5 
 2026      | PRD           | Direito e Defesa do Consumidor              |          5 
 2026      | PRD           | Energia, Recursos Hídricos e Minerais       |          4 
 2026      | PRD           | Ciência, Tecnologia e Inovação              |          4 
 2026      | PRD           | Homenagens e Datas Comemorativas            |          3 
 2026      | PRD           | Direito Civil e Processual Civil            |          3 
 2026      | PRD           | Direito e Justiça                           |          1 
 2026      | PRD           | Agricultura, Pecuária, Pesca e Extrativismo |          1 
 2026      | PRD           | Relações Internacionais e Comércio Exterior |          1 
 2026      | PRD           | Processo Legislativo e Atuação Parlamentar  |          1 
 2026      | PSB           | Saúde                                       |         53 
 2026      | PSB           | Direitos Humanos e Minorias                 |         51 
 2026      | PSB           | Indústria, Comércio e Serviços              |         33 
 2026      | PSB           | Finanças Públicas e Orçamento               |         32 
 2026      | PSB           | Direito Civil e Processual Civil            |         29 
 2026      | PSB           | Direito e Defesa do Consumidor              |         28 
 2026      | PSB           | Direito Penal e Processual Penal            |         28 
 2026      | PSB           | Administração Pública                       |         24 
 2026      | PSB           | Defesa e Segurança                          |         22 
 2026      | PSB           | Trabalho e Emprego                          |         20 
 2026      | PSB           | Educação                                    |         16 
 2026      | PSB           | Previdência e Assistência Social            |         12 
 2026      | PSB           | Viação, Transporte e Mobilidade             |         11 
 2026      | PSB           | Comunicações                                |         10 
 2026      | PSB           | Economia                                    |         10 
 2026      | PSB           | Meio Ambiente e Desenvolvimento Sustentável |         10 
 2026      | PSB           | Direito e Justiça                           |          8 
 2026      | PSB           | Homenagens e Datas Comemorativas            |          6 
 2026      | PSB           | Arte, Cultura e Religião                    |          5 
 2026      | PSB           | Cidades e Desenvolvimento Urbano            |          5 
 2026      | PSB           | Esporte e Lazer                             |          4 
 2026      | PSB           | Política, Partidos e Eleições               |          4 
 2026      | PSB           | Energia, Recursos Hídricos e Minerais       |          4 
 2026      | PSB           | Processo Legislativo e Atuação Parlamentar  |          3 
 2026      | PSB           | Ciência, Tecnologia e Inovação              |          1 
 2026      | PSB           | Relações Internacionais e Comércio Exterior |          1 
 2026      | PSB           | Direito Constitucional                      |          1 
 2026      | PSB           | Agricultura, Pecuária, Pesca e Extrativismo |          1 
 2026      | PSB           | Turismo                                     |          1 
 2026      | PSD           | Esporte e Lazer                             |        282 
 2026      | PSD           | Economia                                    |        220 
 2026      | PSD           | Direitos Humanos e Minorias                 |        208 
 2026      | PSD           | Indústria, Comércio e Serviços              |        190 
 2026      | PSD           | Meio Ambiente e Desenvolvimento Sustentável |        162 
 2026      | PSD           | Trabalho e Emprego                          |        156 
 2026      | PSD           | Turismo                                     |        148 
 2026      | PSD           | Saúde                                       |        147 
 2026      | PSD           | Finanças Públicas e Orçamento               |        146 
 2026      | PSD           | Administração Pública                       |        139 
 2026      | PSD           | Educação                                    |        137 
 2026      | PSD           | Previdência e Assistência Social            |         90 
 2026      | PSD           | Arte, Cultura e Religião                    |         40 
 2026      | PSD           | Direito Penal e Processual Penal            |         35 
 2026      | PSD           | Defesa e Segurança                          |         26 
 2026      | PSD           | Cidades e Desenvolvimento Urbano            |         26 
 2026      | PSD           | Viação, Transporte e Mobilidade             |         20 
 2026      | PSD           | Direito Civil e Processual Civil            |         17 
 2026      | PSD           | Comunicações                                |         14 
 2026      | PSD           | Direito e Defesa do Consumidor              |         13 
 2026      | PSD           | Ciência, Tecnologia e Inovação              |         12 
 2026      | PSD           | Homenagens e Datas Comemorativas            |         11 
 2026      | PSD           | Energia, Recursos Hídricos e Minerais       |          9 
 2026      | PSD           | Agricultura, Pecuária, Pesca e Extrativismo |          6 
 2026      | PSD           | Direito e Justiça                           |          6 
 2026      | PSD           | Processo Legislativo e Atuação Parlamentar  |          3 
 2026      | PSD           | Política, Partidos e Eleições               |          2 
 2026      | PSD           | Relações Internacionais e Comércio Exterior |          1 
 2026      | PSDB          | Direito e Defesa do Consumidor              |         49 
 2026      | PSDB          | Energia, Recursos Hídricos e Minerais       |         45 
 2026      | PSDB          | Administração Pública                       |         26 
 2026      | PSDB          | Direitos Humanos e Minorias                 |         24 
 2026      | PSDB          | Comunicações                                |         23 
 2026      | PSDB          | Saúde                                       |         21 
 2026      | PSDB          | Cidades e Desenvolvimento Urbano            |         20 
 2026      | PSDB          | Homenagens e Datas Comemorativas            |         18 
 2026      | PSDB          | Meio Ambiente e Desenvolvimento Sustentável |         17 
 2026      | PSDB          | Arte, Cultura e Religião                    |         14 
 2026      | PSDB          | Finanças Públicas e Orçamento               |         13 
 2026      | PSDB          | Direito Penal e Processual Penal            |         13 
 2026      | PSDB          | Viação, Transporte e Mobilidade             |         11 
 2026      | PSDB          | Indústria, Comércio e Serviços              |         11 
 2026      | PSDB          | Defesa e Segurança                          |          7 
 2026      | PSDB          | Educação                                    |          6 
 2026      | PSDB          | Economia                                    |          5 
 2026      | PSDB          | Trabalho e Emprego                          |          5 
 2026      | PSDB          | Previdência e Assistência Social            |          3 
 2026      | PSDB          | Turismo                                     |          3 
 2026      | PSDB          | Agricultura, Pecuária, Pesca e Extrativismo |          3 
 2026      | PSDB          | Esporte e Lazer                             |          2 
 2026      | PSDB          | Direito Civil e Processual Civil            |          2 
 2026      | PSDB          | Relações Internacionais e Comércio Exterior |          1 
 2026      | PSDB          | Processo Legislativo e Atuação Parlamentar  |          1 
 2026      | PSOL          | Direitos Humanos e Minorias                 |         67 
 2026      | PSOL          | Administração Pública                       |         44 
 2026      | PSOL          | Trabalho e Emprego                          |         28 
 2026      | PSOL          | Defesa e Segurança                          |         25 
 2026      | PSOL          | Saúde                                       |         24 
 2026      | PSOL          | Finanças Públicas e Orçamento               |         16 
 2026      | PSOL          | Educação                                    |         16 
 2026      | PSOL          | Direito Penal e Processual Penal            |         16 
 2026      | PSOL          | Comunicações                                |         12 
 2026      | PSOL          | Previdência e Assistência Social            |         12 
 2026      | PSOL          | Meio Ambiente e Desenvolvimento Sustentável |          8 
 2026      | PSOL          | Ciência, Tecnologia e Inovação              |          8 
 2026      | PSOL          | Energia, Recursos Hídricos e Minerais       |          8 
 2026      | PSOL          | Homenagens e Datas Comemorativas            |          7 
 2026      | PSOL          | Indústria, Comércio e Serviços              |          7 
 2026      | PSOL          | Direito Civil e Processual Civil            |          7 
 2026      | PSOL          | Viação, Transporte e Mobilidade             |          7 
